song_id|song_name|theme|suggested_cu_id|subject|lesson_topic|relevance|teacher_rationale
52|Wibbleton to Wobbleton/ Trumpety Trumpety trump|Stories & Rhymes|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The song directs children through multiple movement sequences (up/down, fast/slow, side to side), building spatial awareness and direction-following skills. Use during physical education or as a whole-group transition activity.
57|Duke of York|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
57|Duke of York|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
57|Duke of York|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
57|Duke of York|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|This action rhyme requires children to move their bodies in time with the lyrics, developing rhythm awareness and gross motor coordination. Children bounce, sway, or march to the beat as they sing. Perfect for a movement break between seated activities.
57|Duke of York|Stories & Rhymes|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The song directs children through multiple movement sequences (up/down, fast/slow, side to side), building spatial awareness and direction-following skills. Use during physical education or as a whole-group transition activity.
59|Dirty Bill|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
59|Dirty Bill|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
59|Dirty Bill|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
66|Jim along Josie|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
66|Jim along Josie|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
66|Jim along Josie|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
67|There's a Cobbler down the Street|Stories & Rhymes|216|Fine Motor Skills|Using tools: glue, scissors, rulers|secondary|This fingerplay song involves fine motor movements of the hands and fingers. Children practice pincer grasp, finger isolation, and hand-eye coordination as they act out the lyrics. Use as a warm-up before writing activities or as a transition activity to settle hands.
67|There's a Cobbler down the Street|Stories & Rhymes|217|Fine Motor Skills|Drawing with increasing detail and control|secondary|The precise finger movements in this song help build the fine motor control needed for detailed drawing. Teachers can extend the activity by having children draw the character or object from the rhyme afterward.
69|Wobbi-Do-Wop|Stories & Rhymes|79|Literacy & Phonics|Determine word meanings, explore word relationships (Gr 1)|primary|This playful nonsense-rhyme song introduces children to word sounds, syllables, and rhythm without meaning pressure. The rhyming patterns build phonological awareness - a key predictor of reading success. Children can generate their own rhyming variations, exploring how changing initial sounds creates new words.
69|Wobbi-Do-Wop|Stories & Rhymes|236|Literacy & Phonics|Explore word relationships and nuances (Gr 1)|secondary|The silly, made-up words in this rhyme invite children to play with language and explore how words relate to each other through sound patterns. Encourage children to substitute their own silly words following the same rhythm.
69|Wobbi-Do-Wop|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|secondary|The bouncy rhythm of this nonsense rhyme naturally invites clapping, tapping, or bouncing along. Children feel the syllable stress through movement, building body awareness of rhythm and tempo.
87|Jeremiah Blow the Fire|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
87|Jeremiah Blow the Fire|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
87|Jeremiah Blow the Fire|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
111|Put your Shoes on Lucy|Stories & Rhymes|210|Classroom Routine|Following 2-3 step verbal directions (Gr 1-2)|primary|This song teaches the routine of getting dressed, following sequential steps. Children practice listening and following multi-step directions about preparing for outdoor time. Use during the morning arrival or before outdoor play as a fun dressing routine.
111|Put your Shoes on Lucy|Stories & Rhymes|211|Classroom Routine|Independent work routine / staying on task (Gr 1-2)|secondary|The song models self-care independence as children learn to complete personal tasks (putting on shoes) without assistance. This builds the self-regulation and task-completion skills needed for independent classroom work.
116|Duke of York|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
116|Duke of York|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
116|Duke of York|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
116|Duke of York|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|This action rhyme requires children to move their bodies in time with the lyrics, developing rhythm awareness and gross motor coordination. Children bounce, sway, or march to the beat as they sing. Perfect for a movement break between seated activities.
116|Duke of York|Stories & Rhymes|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The song directs children through multiple movement sequences (up/down, fast/slow, side to side), building spatial awareness and direction-following skills. Use during physical education or as a whole-group transition activity.
118|Dropped My Hat|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
118|Dropped My Hat|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
118|Dropped My Hat|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
118|Dropped My Hat|Stories & Rhymes|186|Literacy & Phonics|Ask and answer questions about key details in a text read aloud (Gr 1)|primary|"This narrative rhyme presents a small problem that children can discuss and predict solutions for. The simple storyline supports question-and-answer discussions about character actions and consequences. Teachers can pause and ask ""What happened? What should they do?"""
119|Come Look a see|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
119|Come Look a see|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
119|Come Look a see|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
119|Come Look a see|Stories & Rhymes|186|Literacy & Phonics|Ask and answer questions about key details in a text read aloud (Gr 1)|primary|"This narrative rhyme presents a small problem that children can discuss and predict solutions for. The simple storyline supports question-and-answer discussions about character actions and consequences. Teachers can pause and ask ""What happened? What should they do?"""
121|Zoom, Zoom, Zoom|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple story that children can learn to retell with key details. The predictable pattern and rhyming structure support memory and comprehension. Use during shared reading or circle time, having children join in on repeated phrases.
121|Zoom, Zoom, Zoom|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters, actions, and settings from this rhyme using relevant details from the lyrics. After singing, invite children to add their own descriptive words or draw a picture of what happens in the song.
123|Simple Gifts|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
123|Simple Gifts|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
123|Simple Gifts|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
123|Simple Gifts|Stories & Rhymes|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gratitude-themed song helps children identify and express positive emotions like thankfulness and appreciation. Children learn to name what they are grateful for, building emotional vocabulary and positive classroom culture. Use during morning meeting as a gratitude-sharing prompt.
123|Simple Gifts|Stories & Rhymes|262|SEL|Communicating clearly and listening actively (Gr 1-2)|secondary|Singing about gratitude provides a natural framework for children to practice expressing appreciation to peers. Extend by having children thank a classmate for something specific, building communication and positive peer relationships.
130|Alley Bally|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
130|Alley Bally|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
130|Alley Bally|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
130|Alley Bally|Stories & Rhymes|79|Literacy & Phonics|Determine word meanings, explore word relationships (Gr 1)|primary|This playful nonsense-rhyme song introduces children to word sounds, syllables, and rhythm without meaning pressure. The rhyming patterns build phonological awareness - a key predictor of reading success. Children can generate their own rhyming variations, exploring how changing initial sounds creates new words.
130|Alley Bally|Stories & Rhymes|236|Literacy & Phonics|Explore word relationships and nuances (Gr 1)|secondary|The silly, made-up words in this rhyme invite children to play with language and explore how words relate to each other through sound patterns. Encourage children to substitute their own silly words following the same rhythm.
130|Alley Bally|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|secondary|The bouncy rhythm of this nonsense rhyme naturally invites clapping, tapping, or bouncing along. Children feel the syllable stress through movement, building body awareness of rhythm and tempo.
131|All the little ones are sleeping|Stories & Rhymes|11|Math & Numeracy|Count to 50 starting at any number (Gr 1)|primary|This counting rhyme helps children practice rote counting and number sequencing. The repetitive numerical pattern builds number sense and one-to-one correspondence. Sing while children hold up fingers or count on their bodies - perfect for a morning meeting math warm-up.
131|All the little ones are sleeping|Stories & Rhymes|1|Math & Numeracy|Represent and solve addition & subtraction word problems within 20 (Gr 1)|secondary|"The counting pattern in this song can be extended into simple addition and subtraction problems (e.g., ""5 little pumpkins sitting on a gate... one rolled away, how many left?""). Teachers can pause during the song to ask ""how many now?"" questions."
131|All the little ones are sleeping|Stories & Rhymes|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|This gentle rhyme creates a calm transition signal, helping children move from active play to quiet time. The soothing rhythm signals the brain to wind down. Use as the consistent cue for rest time or after-lunch settling.
131|All the little ones are sleeping|Stories & Rhymes|213|Classroom Routine|Clean-up and end-of-day routine (Gr 1-2)|secondary|The calm, repetitive nature of this lullaby-like rhyme supports end-of-day winding down. Sing softly while children tidy their spaces and prepare to go home, creating a predictable and soothing closing routine.
156|Jarvis to Port Dover|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple story that children can learn to retell with key details. The predictable pattern and rhyming structure support memory and comprehension. Use during shared reading or circle time, having children join in on repeated phrases.
156|Jarvis to Port Dover|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters, actions, and settings from this rhyme using relevant details from the lyrics. After singing, invite children to add their own descriptive words or draw a picture of what happens in the song.
158|Jack's House|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
158|Jack's House|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
158|Jack's House|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
180|Up and Down the Rocky Road|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
180|Up and Down the Rocky Road|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
180|Up and Down the Rocky Road|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
180|Up and Down the Rocky Road|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|This action rhyme requires children to move their bodies in time with the lyrics, developing rhythm awareness and gross motor coordination. Children bounce, sway, or march to the beat as they sing. Perfect for a movement break between seated activities.
180|Up and Down the Rocky Road|Stories & Rhymes|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The song directs children through multiple movement sequences (up/down, fast/slow, side to side), building spatial awareness and direction-following skills. Use during physical education or as a whole-group transition activity.
189|I'm Going to the Woods|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
189|I'm Going to the Woods|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
189|I'm Going to the Woods|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
193|Button It Up|Stories & Rhymes|216|Fine Motor Skills|Using tools: glue, scissors, rulers|secondary|This fingerplay song involves fine motor movements of the hands and fingers. Children practice pincer grasp, finger isolation, and hand-eye coordination as they act out the lyrics. Use as a warm-up before writing activities or as a transition activity to settle hands.
193|Button It Up|Stories & Rhymes|217|Fine Motor Skills|Drawing with increasing detail and control|secondary|The precise finger movements in this song help build the fine motor control needed for detailed drawing. Teachers can extend the activity by having children draw the character or object from the rhyme afterward.
194|Harry went to Hampstead|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
194|Harry went to Hampstead|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
194|Harry went to Hampstead|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
196|The Ponies are Walking|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
196|The Ponies are Walking|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
196|The Ponies are Walking|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
196|The Ponies are Walking|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|This action rhyme requires children to move their bodies in time with the lyrics, developing rhythm awareness and gross motor coordination. Children bounce, sway, or march to the beat as they sing. Perfect for a movement break between seated activities.
196|The Ponies are Walking|Stories & Rhymes|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The song directs children through multiple movement sequences (up/down, fast/slow, side to side), building spatial awareness and direction-following skills. Use during physical education or as a whole-group transition activity.
197|Pace Goes the Lady|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
197|Pace Goes the Lady|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
197|Pace Goes the Lady|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
197|Pace Goes the Lady|Stories & Rhymes|221|Gross Motor & Movement|Moving to rhythm and tempo (Gr 1-2)|primary|This action rhyme requires children to move their bodies in time with the lyrics, developing rhythm awareness and gross motor coordination. Children bounce, sway, or march to the beat as they sing. Perfect for a movement break between seated activities.
197|Pace Goes the Lady|Stories & Rhymes|222|Gross Motor & Movement|Following multi-step movement directions / spatial awareness (Gr 1-2)|secondary|The song directs children through multiple movement sequences (up/down, fast/slow, side to side), building spatial awareness and direction-following skills. Use during physical education or as a whole-group transition activity.
198|Jarvis to Port Dover|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple story that children can learn to retell with key details. The predictable pattern and rhyming structure support memory and comprehension. Use during shared reading or circle time, having children join in on repeated phrases.
198|Jarvis to Port Dover|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters, actions, and settings from this rhyme using relevant details from the lyrics. After singing, invite children to add their own descriptive words or draw a picture of what happens in the song.
199|Down by the Banks of the Hanky Pank|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
199|Down by the Banks of the Hanky Pank|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
199|Down by the Banks of the Hanky Pank|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
207|Here's a Little Teacup|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple story that children can learn to retell with key details. The predictable pattern and rhyming structure support memory and comprehension. Use during shared reading or circle time, having children join in on repeated phrases.
207|Here's a Little Teacup|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters, actions, and settings from this rhyme using relevant details from the lyrics. After singing, invite children to add their own descriptive words or draw a picture of what happens in the song.
210|Suppity Sup|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
210|Suppity Sup|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
210|Suppity Sup|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
211|Thanks A Lot|Stories & Rhymes|258|SEL|Identifying and naming a range of emotions (Gr 1-2)|primary|This gratitude-themed song helps children identify and express positive emotions like thankfulness and appreciation. Children learn to name what they are grateful for, building emotional vocabulary and positive classroom culture. Use during morning meeting as a gratitude-sharing prompt.
211|Thanks A Lot|Stories & Rhymes|262|SEL|Communicating clearly and listening actively (Gr 1-2)|secondary|Singing about gratitude provides a natural framework for children to practice expressing appreciation to peers. Extend by having children thank a classmate for something specific, building communication and positive peer relationships.
219|Tall Trees|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
219|Tall Trees|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
219|Tall Trees|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
222|Where are the Stars|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
222|Where are the Stars|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
222|Where are the Stars|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
228|Everybody's Sleeping|Stories & Rhymes|184|Literacy & Phonics|Retell a familiar story with key details, in sequence (Gr 1)|primary|This traditional nursery rhyme tells a simple narrative that children can learn to retell in sequence. The rhyming pattern and repetitive structure support memory and story comprehension. Teachers can use picture cards to help children sequence events and retell the rhyme in their own words.
228|Everybody's Sleeping|Stories & Rhymes|185|Literacy & Phonics|Identify characters, settings, and major events in a story (Gr 1)|secondary|The song introduces characters (e.g., the Duke, Jenny Jones, Old Roger) and settings that children can identify and discuss. Use as a circle-time activity where children name who is in the song and what happens, building foundational story analysis skills.
228|Everybody's Sleeping|Stories & Rhymes|70|Literacy & Phonics|Describe people, places, things, and events with relevant details (Gr 1)|secondary|Children can describe the characters and places mentioned in the rhyme with increasing detail. After singing, encourage children to add their own descriptive words about the song's characters, building oral language and vocabulary.
228|Everybody's Sleeping|Stories & Rhymes|209|Classroom Routine|Transitioning between activities/subjects (Gr 1-2)|secondary|This gentle rhyme creates a calm transition signal, helping children move from active play to quiet time. The soothing rhythm signals the brain to wind down. Use as the consistent cue for rest time or after-lunch settling.
228|Everybody's Sleeping|Stories & Rhymes|213|Classroom Routine|Clean-up and end-of-day routine (Gr 1-2)|secondary|The calm, repetitive nature of this lullaby-like rhyme supports end-of-day winding down. Sing softly while children tidy their spaces and prepare to go home, creating a predictable and soothing closing routine.
