row_num|song_id|song_name|theme|suggested_cu_id|subject|lesson_topic|relevance|teacher_rationale
|310|The Most Glorious Day|Holidays & Celebrations|CU#261|SEL|Recognizing and respecting others' perspectives|secondary|Celebrating together builds community awareness and respect for shared traditions
|310|The Most Glorious Day|Holidays & Celebrations|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
|348|I have a Jack o Lantern|Holidays & Celebrations|CU#185|Literacy & Phonics — Reading Comprehension|Identify characters, settings, major events|primary|Halloween characters and settings (jack-o-lantern, costumes, haunted house) build narrative comprehension
|348|I have a Jack o Lantern|Holidays & Celebrations|CU#186|Literacy & Phonics — Reading Comprehension|Ask and answer questions about key details|secondary|Describing Halloween objects encourages questioning and detail recall
|348|I have a Jack o Lantern|Holidays & Celebrations|CU#76|Literacy & Phonics — Speaking & Listening|Tell a story or recount an experience with facts and descriptive details|secondary|Recounting Halloween experiences develops narrative language and sequencing skills
|348|I have a Jack o Lantern|Holidays & Celebrations|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|secondary|Halloween traditions encourage gratitude and community participation
|349|Jack-O-Lantern|Holidays & Celebrations|CU#185|Literacy & Phonics — Reading Comprehension|Identify characters, settings, major events|primary|Halloween characters and settings (jack-o-lantern, costumes, haunted house) build narrative comprehension
|349|Jack-O-Lantern|Holidays & Celebrations|CU#186|Literacy & Phonics — Reading Comprehension|Ask and answer questions about key details|secondary|Describing Halloween objects encourages questioning and detail recall
|349|Jack-O-Lantern|Holidays & Celebrations|CU#76|Literacy & Phonics — Speaking & Listening|Tell a story or recount an experience with facts and descriptive details|secondary|Recounting Halloween experiences develops narrative language and sequencing skills
|349|Jack-O-Lantern|Holidays & Celebrations|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|secondary|Halloween traditions encourage gratitude and community participation
|352|Heigh Ho Halloweens Here|Holidays & Celebrations|CU#185|Literacy & Phonics — Reading Comprehension|Identify characters, settings, major events|primary|Halloween characters and settings (jack-o-lantern, costumes, haunted house) build narrative comprehension
|352|Heigh Ho Halloweens Here|Holidays & Celebrations|CU#186|Literacy & Phonics — Reading Comprehension|Ask and answer questions about key details|secondary|Describing Halloween objects encourages questioning and detail recall
|352|Heigh Ho Halloweens Here|Holidays & Celebrations|CU#76|Literacy & Phonics — Speaking & Listening|Tell a story or recount an experience with facts and descriptive details|secondary|Recounting Halloween experiences develops narrative language and sequencing skills
|352|Heigh Ho Halloweens Here|Holidays & Celebrations|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|secondary|Halloween traditions encourage gratitude and community participation
|268|Ring, ring, ring your Bells|Holidays & Celebrations, Music & Instruments|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|primary|Celebration songs encourage gratitude, positive reflection, and community joy
|268|Ring, ring, ring your Bells|Holidays & Celebrations, Music & Instruments|CU#261|SEL|Recognizing and respecting others' perspectives|secondary|Celebrating together builds community awareness and respect for shared traditions
|268|Ring, ring, ring your Bells|Holidays & Celebrations, Music & Instruments|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
|268|Ring, ring, ring your Bells|Holidays & Celebrations, Music & Instruments|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Bell-ringing patterns (ring-ring-ring) introduce rhythmic AB pattern recognition
|275|How many miles to Bethlehem|Holidays & Celebrations, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting miles and steps in the journey reinforces number sequence
|275|How many miles to Bethlehem|Holidays & Celebrations, Numbers & Counting|CU#22|Math & Numeracy|Measure lengths using non-standard/standard units; compare lengths (Gr 1)|secondary|Estimating journey distance in miles introduces standard measurement concepts
|275|How many miles to Bethlehem|Holidays & Celebrations, Numbers & Counting|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|primary|Celebration songs encourage gratitude, positive reflection, and community joy
|275|How many miles to Bethlehem|Holidays & Celebrations, Numbers & Counting|CU#261|SEL|Recognizing and respecting others' perspectives|secondary|Celebrating together builds community awareness and respect for shared traditions
|275|How many miles to Bethlehem|Holidays & Celebrations, Numbers & Counting|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
|351|Halloween counting rhyme|Holidays & Celebrations, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting Halloween-themed objects reinforces number sequence with engaging visuals
|351|Halloween counting rhyme|Holidays & Celebrations, Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Counting Halloween objects appearing/disappearing models addition and subtraction
|351|Halloween counting rhyme|Holidays & Celebrations, Numbers & Counting|CU#185|Literacy & Phonics — Reading Comprehension|Identify characters, settings, major events|primary|Halloween characters and settings (jack-o-lantern, costumes, haunted house) build narrative comprehension
|351|Halloween counting rhyme|Holidays & Celebrations, Numbers & Counting|CU#186|Literacy & Phonics — Reading Comprehension|Ask and answer questions about key details|secondary|Describing Halloween objects encourages questioning and detail recall
|351|Halloween counting rhyme|Holidays & Celebrations, Numbers & Counting|CU#76|Literacy & Phonics — Speaking & Listening|Tell a story or recount an experience with facts and descriptive details|secondary|Recounting Halloween experiences develops narrative language and sequencing skills
|351|Halloween counting rhyme|Holidays & Celebrations, Numbers & Counting|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|secondary|Halloween traditions encourage gratitude and community participation
|281|Welcome Here|Holidays & Celebrations, Routines & Social Skills|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|primary|Celebration songs encourage gratitude, positive reflection, and community joy
|281|Welcome Here|Holidays & Celebrations, Routines & Social Skills|CU#261|SEL|Recognizing and respecting others' perspectives|secondary|Celebrating together builds community awareness and respect for shared traditions
|281|Welcome Here|Holidays & Celebrations, Routines & Social Skills|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Group celebrations foster cooperation, turn-taking, and shared experience
|55|Jack Jingle|Music & Instruments, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting in song rhythm reinforces number sequence and one-to-one correspondence
|55|Jack Jingle|Music & Instruments, Numbers & Counting|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Rhythmic counting patterns support pattern identification and creation
|293|1,2,3,4, Jingle at the cottage door|Music & Instruments, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Sequential counting with action cues builds number sequence recognition
|293|1,2,3,4, Jingle at the cottage door|Music & Instruments, Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Counting forward in sequence builds foundation for addition operations
|297|Bell Horses|Music & Instruments, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting bell rings reinforces one-to-one correspondence and number sequence
|297|Bell Horses|Music & Instruments, Numbers & Counting|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Bell ringing patterns introduce AABB and AB pattern types through sound
|232|Over in the Meadow|Nature & Plants, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting animals in their habitats builds number sequence and one-to-one correspondence
|232|Over in the Meadow|Nature & Plants, Numbers & Counting|CU#24|Math & Numeracy|Represent and interpret data with up to 3 categories (Gr 1)|secondary|Categorizing animals by habitat type introduces data organization skills
|385|Daffy down Dilly/ 5 Yellow Daffodils|Nature & Plants, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting daffodils 1-5 builds one-to-one correspondence with natural objects
|385|Daffy down Dilly/ 5 Yellow Daffodils|Nature & Plants, Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Flowers appearing and disappearing models addition and subtraction concepts
|453|Glory to the Mountain|Nature & Plants, Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting in song reinforces number sequence and group participation
|4|Johnny's Hammers|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting hammer strikes builds one-to-one correspondence and number sequence
|4|Johnny's Hammers|Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Counting repeated actions builds foundation for adding sets
|49|Tideo|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting repetitions in song reinforces number sequence
|49|Tideo|Numbers & Counting|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Repeated song structures introduce pattern concepts and rhythmic counting
|51|3 Times around / Alley alley oh|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting repetitions in song reinforces number sequence
|51|3 Times around / Alley alley oh|Numbers & Counting|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Repeated song structures introduce pattern concepts and rhythmic counting
|64|How many miles to London town?|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting distance units reinforces number sequence and estimation
|64|How many miles to London town?|Numbers & Counting|CU#22|Math & Numeracy|Measure lengths using non-standard/standard units; compare lengths (Gr 1)|secondary|Estimating journey distance introduces linear measurement concepts
|105|Zoom, Zoom, Zoom|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting down 5-4-3-2-1 blast-off builds backward counting skills
|105|Zoom, Zoom, Zoom|Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Backward counting from 5 directly models the subtraction concept
|192|One Button Two Buttons|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting buttons 1-10 builds one-to-one correspondence
|192|One Button Two Buttons|Numbers & Counting|CU#12|Math & Numeracy|Understand place value: tens and ones (Gr 1)|secondary|Grouping buttons by tens and ones introduces place value concepts
|276|Children Go Where I send thee|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting groups of children in song reinforces number sequence
|276|Children Go Where I send thee|Numbers & Counting|CU#24|Math & Numeracy|Represent and interpret data with up to 3 categories (Gr 1)|secondary|Grouping children by destination introduces data categorization concepts
|283|Stars Shining #1|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting stars reinforces number sequence and one-to-one correspondence
|283|Stars Shining #1|Numbers & Counting|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Star patterns in the sky introduce natural pattern recognition
|287|1,2, Buckle my shoe|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Sequential counting with rhyming cues builds number recognition and one-to-one correspondence
|287|1,2, Buckle my shoe|Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Counting forward in sequence builds foundation for addition operations
|291|When You're one|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting ages 1-10 builds number sequence understanding through personal context
|291|When You're one|Numbers & Counting|CU#13|Math & Numeracy|Compare two two-digit numbers using >, =, < (Gr 1)|secondary|Comparing ages (older/younger) introduces number comparison language
|292|10 Little Angels|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting down from 10 reinforces backward number sequence
|292|10 Little Angels|Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Backward counting directly models subtraction concept
|353|5 Little pumpkins|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting down from 5 reinforces backward number sequence with visual cues
|353|5 Little pumpkins|Numbers & Counting|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Backward counting models subtraction as taking away
|447|Seven Jumps|Numbers & Counting|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting to 7 with movement actions reinforces number sequence
|447|Seven Jumps|Numbers & Counting|CU#142|Math & Numeracy|Identify, describe, extend, and create patterns (AB, ABC, AABB) (Gr 1)|secondary|Dance movement patterns (7 sequential jumps) reinforce pattern recognition
|236|Zoom, Zoom, Zoom|Numbers & Counting, Transportation|CU#11|Math & Numeracy|Count to 50 starting at any number; read and write numbers to 50 (Gr 1)|primary|Counting down 5-4-3-2-1 blast-off builds backward counting skills
|236|Zoom, Zoom, Zoom|Numbers & Counting, Transportation|CU#4|Math & Numeracy|Relate counting to addition and subtraction (Gr 1)|secondary|Backward counting from 5 directly models the subtraction concept
|29|Criss cross Applesauce|Routines & Social Skills|CU#209|Classroom Routine & Approaches to Learning|Transitioning between activities/subjects|primary|Transition song helps children shift focus and prepare for next activity or subject
|29|Criss cross Applesauce|Routines & Social Skills|CU#210|Classroom Routine & Approaches to Learning|Following 2-3 step verbal directions|secondary|Song lyrics with action cues practice following multi-step directions
|72|Say Hello To The Morning|Routines & Social Skills|CU#208|Classroom Routine & Approaches to Learning|Morning arrival and settling-in routine|primary|Greeting/morning song establishes predictable arrival routine and positive start to the day
|72|Say Hello To The Morning|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Group greeting songs practice collaborative verbal exchanges and turn-taking
|91|If I Knew You Were Coming|Routines & Social Skills|CU#262|SEL|Communicating clearly and listening actively|primary|Hospitality-themed song teaches welcoming communication and attentive listening
|91|If I Knew You Were Coming|Routines & Social Skills|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Preparing for guests models cooperative planning, sharing, and hospitality
|154|It's a Beautiful Day|Routines & Social Skills|CU#208|Classroom Routine & Approaches to Learning|Morning arrival and settling-in routine|primary|Greeting/morning song establishes predictable arrival routine and positive start to the day
|154|It's a Beautiful Day|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Group greeting songs practice collaborative verbal exchanges and turn-taking
|161|Everybody Says|Routines & Social Skills|CU#262|SEL|Communicating clearly and listening actively|primary|Social skills song explicitly teaches polite communication and active listening strategies
|161|Everybody Says|Routines & Social Skills|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Polite interaction practice builds cooperative social skills and conflict resolution
|161|Everybody Says|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Polite language models collaborative conversation participation skills
|176|The Meeting in the Building|Routines & Social Skills|CU#263|SEL|Working cooperatively and resolving simple conflicts|primary|Community meeting song teaches cooperative group participation and shared decision-making
|176|The Meeting in the Building|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Meeting structure models collaborative conversation, turn-taking, and active listening
|178|Goodbye My Friends|Routines & Social Skills|CU#213|Classroom Routine & Approaches to Learning|Clean-up and end-of-day routine|primary|Goodbye song signals end-of-day closure and smooth transition home
|178|Goodbye My Friends|Routines & Social Skills|CU#127|Literacy & Phonics — Self-Regulation Practice|Reflection / gratitude practice|secondary|Saying goodbye encourages reflection on the day shared together
|178|Goodbye My Friends|Routines & Social Skills|CU#262|SEL|Communicating clearly and listening actively|secondary|Goodbye ritual practices clear farewell communication and social closure
|182|Clap Everybody and Say Hello|Routines & Social Skills|CU#208|Classroom Routine & Approaches to Learning|Morning arrival and settling-in routine|primary|Greeting/morning song establishes predictable arrival routine and positive start to the day
|182|Clap Everybody and Say Hello|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Group greeting songs practice collaborative verbal exchanges and turn-taking
|229|I Like to Rise|Routines & Social Skills|CU#208|Classroom Routine & Approaches to Learning|Morning arrival and settling-in routine|primary|Greeting/morning song establishes predictable arrival routine and positive start to the day
|229|I Like to Rise|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Group greeting songs practice collaborative verbal exchanges and turn-taking
|375|Listen and Learn|Routines & Social Skills|CU#262|SEL|Communicating clearly and listening actively|primary|Social skills song explicitly teaches polite communication and active listening strategies
|375|Listen and Learn|Routines & Social Skills|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Polite interaction practice builds cooperative social skills and conflict resolution
|375|Listen and Learn|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Polite language models collaborative conversation participation skills
|380|Honest Jack|Routines & Social Skills|CU#262|SEL|Communicating clearly and listening actively|primary|Social skills song explicitly teaches polite communication and active listening strategies
|380|Honest Jack|Routines & Social Skills|CU#263|SEL|Working cooperatively and resolving simple conflicts|secondary|Polite interaction practice builds cooperative social skills and conflict resolution
|380|Honest Jack|Routines & Social Skills|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Polite language models collaborative conversation participation skills
|165|Hello Rain|Routines & Social Skills, Seasons & Weather, Water & Sea|CU#209|Classroom Routine & Approaches to Learning|Transitioning between activities/subjects|primary|Weather-themed song helps children transition attention between indoor and outdoor activities
|165|Hello Rain|Routines & Social Skills, Seasons & Weather, Water & Sea|CU#223|Language & Vocabulary|Participate in collaborative conversations|secondary|Weather discussion models collaborative conversation about the natural environment
|165|Hello Rain|Routines & Social Skills, Seasons & Weather, Water & Sea|CU#226|Language & Vocabulary|Describe people, places, things, events|secondary|Describing rain and weather phenomena builds descriptive vocabulary and observation skills
|358|I Shut the Door|Routines & Social Skills, Seasons & Weather, Water & Sea|CU#212|Classroom Routine & Approaches to Learning|Organizing personal materials and workspace|primary|Door/closure routine teaches responsibility for personal space and materials organization
|358|I Shut the Door|Routines & Social Skills, Seasons & Weather, Water & Sea|CU#213|Classroom Routine & Approaches to Learning|Clean-up and end-of-day routine|secondary|Closing doors as part of end-of-day routine builds responsibility and closure habits
|358|I Shut the Door|Routines & Social Skills, Seasons & Weather, Water & Sea|CU#209|Classroom Routine & Approaches to Learning|Transitioning between activities/subjects|secondary|Seasonal door routine helps children transition between indoor and outdoor activities
|103|She Fell Into The Bathtub / 3 Jolly Gentlemen|Routines & Social Skills|CU#209|Classroom Routine & Approaches to Learning|Transitioning between activities/subjects|primary|Bath time routine song helps children understand and navigate daily transitions
|103|She Fell Into The Bathtub / 3 Jolly Gentlemen|Routines & Social Skills|CU#213|Classroom Routine & Approaches to Learning|Clean-up and end-of-day routine|secondary|Bath routine parallels end-of-day hygiene and clean-up patterns
|103|She Fell Into The Bathtub / 3 Jolly Gentlemen|Routines & Social Skills|CU#185|Literacy & Phonics — Reading Comprehension|Identify characters, settings, major events|secondary|Humorous story elements in song build narrative comprehension and sequencing
